0 0
0 0
0 0
0 0
0 128
-129 310
-423 424
-841 349
-1271 1
-1558 -644
-1529 -1527
-1034 -2494
-1 -3307
1521 -3676
3326 -3330
5064 -2100
6291 -3
6577 2721
5619 5615
3352 8084
3 9521
-3914 9457
-7688 7693
-10560 4377
-11886 2
-11303 -4679
-8815 -8812
-4815 -11617
-4 -12566
4756 -11492
8620 -8625
10939 -4535
11389 -4
10023 4147
7234 7227
3654 8810
5 8795
-3061 7404
-5088 5095
-5887 2443
-5543 3
-4362 -1805
-2769 -2768
-1201 -2900
1 -2398
652 -1571
745 -743
423 -175
-80 0
-516 -214
-691 -691
-511 -1233
-1 -1634
717 -1733
1457 -1458
2027 -840
2278 -2
2141 885
1638 1635
873 2102
1 2205
-807 1947
-1406 1405
-1708 707
-1695 0
-1415 -587
-962 -964
-453 -1098
1 -1015
324 -779
481 -478
481 -197
370 2
213 90
72 74
-6 -11
-1 -115
77 -190
199 -200
320 -134
398 -2
405 166
331 329
187 446
2 492
-186 455
-341 345
-434 183
-451 4
-395 -159
-283 -278
-142 -336
-3 -331
110 -274
181 -185
205 -87
188 -2
142 58
85 84
35 81
1 59
-12 30
-5 5
13 -6
34 -1
47 19
47 45
32 70
2 86
-34 87
-67 72
-92 41
-101 3
-94 -35
-72 -67
-40 -86
-4 -90
28 -79
52 -58
63 -30
63 -3
52 19
36 32
17 36
2 33
-9 24
-13 13
-12 5
-8 0
-2 -2
3 1
4 5
2 9
-3 12
-9 11
-14 8
-18 1
-18 -6
-14 -12
-9 -17
-2 -19
5 -17
11 -13
15 -7
16 -1
13 5
9 9
4 10
-1 9
-4 6
-5 3
-4 0
-2 -2
0 -2
0 -1
0 0
0 0
-1 0
-1 0
-1 0
-1 0
-1 -1
-1 -1
-1 -1
-1 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 -1
0 -1
0 -1
0 -1
0 -1
0 0
0 0
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
0 -1
